Date,Open,High,Low,Close,Adj Close,Volume
2022-09-15,392.959991,395.959991,388.779999,390.119995,378.556732,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,375.668762,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,378.582092,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,374.236511,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,367.708374,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,364.619720,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,358.510559,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,354.963928,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,354.057831,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,361.024353,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,353.482941,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,348.016846,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,357.204895,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,368.273499,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,367.416107,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,363.625885,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,353.482941,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,350.783936,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,348.562469,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,347.412750,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,356.581360,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,348.455292,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,357.409576,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,361.608978,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,359.046448,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,356.035736,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,364.687927,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,369.150421,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,375.045227,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,372.219574,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,370.231995,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,379.039978,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,376.302063,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,374.655457,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,365.253021,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,361.492004,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,366.695068,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,370.202698,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,372.200104,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,364.532013,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,384.564575,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,388.286560,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,384.983521,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,388.267120,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,385.305054,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,384.126099,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,385.870209,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,384.467102,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,389.640930,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,392.096283,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,392.008545,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,385.753265,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,385.090759,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,397.221375,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,396.929016,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,396.471069,85342700
2022-12-05,403.950012,404.929993,398.170013,399.589996,389.338837,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,383.726624,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,383.073853,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,386.074829,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,383.190735,81447700
2022-12-12,394.109985,398.950012,393.410004,398.950012,388.715271,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,391.657806,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,389.153717,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,379.634369,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,375.152344,119858000
2022-12-19,383.470001,383.820007,378.279999,380.019989,371.971191,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,372.480164,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,378.049683,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,372.656342,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,374.799988,59857300
2022-12-27,382.790009,383.149994,379.649994,381.399994,373.321960,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,368.682373,70911500
2022-12-29,379.630005,384.350006,379.079987,383.440002,375.318787,66970900
2022-12-30,380.640015,382.579987,378.429993,382.429993,374.330139,84022200
2023-01-03,384.369995,386.429993,377.829987,380.820007,372.754272,74850700
2023-01-04,383.179993,385.880005,380.000000,383.760010,375.631989,85934100
2023-01-05,381.720001,381.839996,378.760010,379.380005,371.344727,76970500
2023-01-06,382.609985,389.250000,379.410004,388.079987,379.860443,104189600
2023-01-09,390.369995,393.700012,387.670013,387.859985,379.645142,73978100
2023-01-10,387.250000,390.649994,386.269989,390.579987,382.307495,65358100
2023-01-11,392.230011,395.600006,391.380005,395.519989,387.142883,68881100
2023-01-12,396.670013,398.489990,392.420013,396.959991,388.552399,90157700
2023-01-13,393.619995,399.100006,393.339996,398.500000,390.059753,63903900
2023-01-17,398.480011,400.230011,397.059998,397.769989,389.345245,62677300
2023-01-18,399.010010,400.119995,391.279999,391.489990,383.198242,99632300
2023-01-19,389.359985,391.079987,387.260010,388.640015,380.408630,86958900
2023-01-20,390.100006,396.040009,388.380005,395.880005,387.495300,91806400
2023-01-23,396.720001,402.649994,395.720001,400.630005,392.144684,84178800
2023-01-24,398.880005,401.149994,397.640015,400.200012,391.723816,59524900
2023-01-25,395.950012,400.700012,393.559998,400.350006,391.870636,84800300
2023-01-26,403.130005,404.920013,400.029999,404.750000,396.177429,72287400
2023-01-27,403.660004,408.160004,403.440002,405.679993,397.087708,68346200
2023-01-30,402.799988,405.130005,400.279999,400.589996,392.105530,74202000
2023-01-31,401.130005,406.529999,400.769989,406.480011,397.870789,86811800
2023-02-01,405.209991,413.670013,402.350006,410.799988,402.099243,101459200
2023-02-02,414.859985,418.309998,412.880005,416.779999,407.952606,101654500
2023-02-03,411.589996,416.970001,411.089996,412.350006,403.616425,94736800
2023-02-06,409.790009,411.290009,408.100006,409.829987,401.149811,60295300
2023-02-07,408.869995,416.489990,407.570007,415.190002,406.396301,90990700
2023-02-08,413.130005,414.529999,409.929993,410.649994,401.952454,76227500
2023-02-09,414.410004,414.570007,405.809998,407.089996,398.467804,78694900
2023-02-10,405.859985,408.440002,405.010010,408.040009,399.397736,70769700
2023-02-13,408.720001,412.970001,408.239990,412.829987,404.086273,64913500
2023-02-14,411.239990,415.049988,408.510010,412.640015,403.900360,88389300
2023-02-15,410.350006,414.059998,409.470001,413.980011,405.211945,61555700
2023-02-16,408.790009,412.910004,408.140015,408.279999,399.632629,76431500
2023-02-17,406.059998,407.510010,404.049988,407.260010,398.634277,89257800
2023-02-21,403.059998,404.160004,398.820007,399.089996,390.637329,82655900
2023-02-22,399.519989,401.130005,397.019989,398.540009,390.098938,83742300
2023-02-23,401.559998,402.200012,396.250000,400.660004,392.174042,96242400
2023-02-24,395.420013,397.250000,393.640015,396.380005,387.984680,108194400
2023-02-27,399.869995,401.290009,396.750000,397.730011,389.306091,80444700
2023-02-28,397.230011,399.279999,396.149994,396.260010,387.867249,96438600
2023-03-01,395.410004,396.690002,393.380005,394.739990,386.379425,99706800
2023-03-02,392.679993,398.690002,392.329987,397.809998,389.384399,85127800
2023-03-03,399.709991,404.450012,399.029999,404.190002,395.629303,90120000
2023-03-06,405.049988,407.450012,404.010010,404.470001,395.903351,72795900
2023-03-07,404.420013,404.670013,397.630005,398.269989,389.834625,108310600
2023-03-08,398.390015,399.709991,396.589996,398.920013,390.470886,74746600
2023-03-09,399.739990,401.480011,390.529999,391.559998,383.266754,111945300
2023-03-10,390.989990,393.160004,384.320007,385.910004,377.736450,189253000
2023-03-13,381.809998,390.390015,380.649994,385.359985,377.198059,157790000
2023-03-14,390.500000,393.450012,387.049988,391.730011,383.433167,149752400
2023-03-15,385.890015,389.489990,383.709991,389.279999,381.035034,172996900
2023-03-16,386.820007,396.470001,386.290009,396.109985,387.720398,143254200
2023-03-17,393.220001,394.399994,388.549988,389.989990,383.186951,140553400
2023-03-20,390.799988,394.170013,390.070007,393.739990,386.871490,93055800
2023-03-21,397.239990,399.410004,395.579987,398.910004,391.951324,91524200
2023-03-22,398.730011,402.489990,392.070007,392.109985,385.269928,111746600
2023-03-23,395.089996,399.290009,390.350006,393.170013,386.311462,119351300
2023-03-24,391.839996,395.839996,389.399994,395.750000,388.846436,107682400
2023-03-27,398.119995,398.920013,395.559998,396.489990,389.573517,74010400
2023-03-28,395.769989,396.489990,393.690002,395.600006,388.699066,62871700
2023-03-29,399.929993,401.600006,398.679993,401.350006,394.348755,77497900
2023-03-30,404.089996,404.350006,401.760010,403.700012,396.657776,69840000
2023-03-31,404.660004,409.700012,404.549988,409.390015,402.248535,112062600
2023-04-03,408.850006,411.369995,408.440002,410.950012,403.781281,67391100
2023-04-04,411.619995,411.920013,407.239990,408.670013,401.541046,66601500
2023-04-05,407.910004,408.700012,405.880005,407.600006,400.489716,65200200
2023-04-06,406.769989,409.480011,405.679993,409.190002,402.052002,63743300
2023-04-10,406.609985,409.690002,405.970001,409.609985,402.464630,63681000
2023-04-11,410.260010,411.179993,408.920013,409.720001,402.572754,59297900
2023-04-12,411.869995,412.170013,407.440002,408.049988,400.931854,86420400
2023-04-13,409.179993,413.839996,407.989990,413.470001,406.257294,85814800
2023-04-14,412.809998,415.089996,410.059998,412.459991,405.264923,78161500
2023-04-17,412.369995,413.959991,411.089996,413.940002,406.719116,66436400
2023-04-18,415.579987,415.720001,412.779999,414.209991,406.984406,63560000
2023-04-19,412.220001,415.079987,412.160004,414.140015,406.915649,55227300
2023-04-20,411.209991,413.700012,410.269989,411.880005,404.695068,75840400
2023-04-21,412.190002,412.679993,410.170013,412.200012,405.009491,73457400
2023-04-24,411.989990,413.070007,410.600006,412.630005,405.431976,64332100
2023-04-25,410.579987,411.160004,406.019989,406.079987,398.996185,97766700
2023-04-26,406.720001,407.839996,403.779999,404.359985,397.306244,80447000
2023-04-27,407.000000,412.690002,406.739990,412.410004,405.215851,92968400
2023-04-28,411.489990,415.940002,411.429993,415.929993,408.674438,89335600
2023-05-01,415.470001,417.619995,415.269989,415.510010,408.261719,62122300
2023-05-02,414.769989,414.820007,407.820007,410.839996,403.673157,103998500
2023-05-03,411.359985,413.869995,407.769989,408.019989,400.902374,91531800
2023-05-04,406.929993,407.269989,403.739990,405.130005,398.062836,94901900
2023-05-05,408.910004,413.720001,408.640015,412.630005,405.431976,87844000
2023-05-08,412.970001,413.239990,411.279999,412.739990,405.540070,50046800
2023-05-09,411.130005,412.089996,410.690002,410.929993,403.761627,49220100
2023-05-10,413.880005,414.540009,408.869995,412.850006,405.648132,96142900
2023-05-11,411.950012,412.429993,409.970001,412.130005,404.940704,70157100
2023-05-12,413.420013,413.640015,409.070007,411.589996,404.410126,70439400
2023-05-15,412.220001,413.429993,410.230011,413.010010,405.805359,54289400
2023-05-16,411.859985,412.820007,410.239990,410.250000,403.093475,57705500
2023-05-17,412.350006,415.859985,410.640015,415.230011,407.986633,87287000
2023-05-18,414.899994,419.670013,414.670013,419.230011,411.916840,97177200
2023-05-19,420.170013,420.720001,417.350006,418.619995,411.317474,103679700
2023-05-22,418.640015,420.390015,417.350006,418.790009,411.484497,60745400
2023-05-23,417.079987,418.720001,413.679993,414.089996,406.866486,86383500
2023-05-24,412.420013,412.820007,409.880005,411.089996,403.918793,89213700
2023-05-25,414.739990,416.160004,412.410004,414.649994,407.416748,90961600
2023-05-26,415.329987,420.769989,415.250000,420.019989,412.693054,93830000
2023-05-30,422.029999,422.579987,418.739990,420.179993,412.850250,72216000
2023-05-31,418.279999,419.220001,416.220001,417.850006,410.560944,110811800
2023-06-01,418.089996,422.920013,416.790009,421.820007,414.461639,88865000
2023-06-02,424.500000,428.739990,423.950012,427.920013,420.455261,91366700
2023-06-05,428.279999,429.619995,426.369995,427.100006,419.649567,65460200
2023-06-06,426.670013,428.579987,425.989990,428.029999,420.563354,64022200
2023-06-07,428.440002,429.619995,426.109985,426.549988,419.109161,85373300
2023-06-08,426.619995,429.600006,425.820007,429.130005,421.644135,61952800
2023-06-09,429.959991,431.989990,428.869995,429.899994,422.400696,85742800
2023-06-12,430.920013,433.880005,430.170013,433.799988,426.232666,76104300
2023-06-13,435.320007,437.329987,434.630005,436.660004,429.042816,95899700
2023-06-14,437.010010,439.059998,433.589996,437.179993,429.553680,100612100
2023-06-15,436.329987,443.899994,436.230011,442.600006,434.879181,110303100
2023-06-16,443.019989,443.609985,438.970001,439.459991,433.397858,114121300
2023-06-20,437.450012,438.369995,435.029999,437.179993,431.149323,76160400
2023-06-21,436.160004,436.989990,434.329987,434.940002,428.940216,76982300
2023-06-22,433.950012,436.619995,433.600006,436.510010,430.488586,70637200
2023-06-23,432.929993,435.059998,432.470001,433.209991,427.234100,92074500
2023-06-26,432.619995,434.609985,431.190002,431.440002,425.488525,72823600
2023-06-27,432.350006,436.809998,431.880005,436.170013,430.153290,72813700
2023-06-28,435.049988,437.440002,434.410004,436.390015,430.370270,75636000
2023-06-29,435.959991,438.279999,435.540009,438.109985,432.066498,67882300
2023-06-30,441.440002,444.299988,441.109985,443.279999,437.165222,104921500
2023-07-03,442.920013,444.079987,442.630005,443.790009,437.668152,32793400
2023-07-05,441.910004,443.890015,441.899994,443.130005,437.017303,58418400
2023-07-06,439.420013,440.100006,437.059998,439.660004,433.595123,80658300
2023-07-07,438.630005,442.640015,438.299988,438.549988,432.500427,86076100
2023-07-10,438.179993,439.839996,437.589996,439.660004,433.595123,62443500
2023-07-11,440.450012,442.970001,439.440002,442.459991,436.356476,64463800
2023-07-12,446.390015,447.480011,444.910004,446.019989,439.867371,91924500
2023-07-13,447.899994,450.380005,447.450012,449.559998,443.358582,72425200
2023-07-14,450.480011,451.359985,448.489990,449.279999,443.082428,69761800
2023-07-17,449.130005,451.929993,449.079987,450.839996,444.620911,52680200
2023-07-18,450.500000,454.859985,450.049988,454.190002,447.924683,80744400
2023-07-19,455.010010,456.429993,454.109985,455.200012,448.920807,65891700
2023-07-20,454.170013,455.100006,451.440002,452.179993,445.942413,70591600
2023-07-21,453.959991,454.170013,452.170013,452.179993,445.942413,71245400
2023-07-24,453.369995,455.040009,452.299988,454.200012,447.934570,54023400
2023-07-25,453.920013,456.739990,453.869995,455.440002,449.157471,55191200
2023-07-26,454.470001,456.989990,453.380005,455.510010,449.226501,71052900
2023-07-27,459.019989,459.440002,451.549988,452.489990,446.248138,92194400
2023-07-28,455.880005,457.779999,452.489990,456.920013,450.617035,80011800
2023-07-31,457.410004,458.160004,456.049988,457.790009,451.475067,62040400
2023-08-01,456.269989,457.250000,455.489990,456.480011,450.183136,55291500
2023-08-02,453.250000,453.519989,449.350006,450.130005,443.920715,93933400
2023-08-03,448.040009,450.790009,447.369995,448.839996,442.648468,64276100
2023-08-04,450.720001,452.899994,446.269989,446.809998,440.646484,100052300
2023-08-07,448.709991,450.869995,447.989990,450.709991,444.492706,58357500
2023-08-08,448.079987,450.700012,445.269989,448.750000,442.559723,71361300
2023-08-09,449.029999,449.200012,444.959991,445.750000,439.601135,78789600
2023-08-10,448.190002,451.700012,444.700012,445.910004,439.758942,93005500
2023-08-11,443.970001,446.700012,443.350006,445.649994,439.502502,68664600
2023-08-14,444.700012,448.109985,444.380005,448.109985,441.928558,47867400
2023-08-15,446.269989,446.640015,442.299988,442.890015,436.780609,75707500
2023-08-16,442.459991,444.179993,439.529999,439.640015,433.575439,80107200
2023-08-17,441.160004,441.429993,435.750000,436.290009,430.271606,95711300
2023-08-18,433.369995,437.570007,433.010010,436.500000,430.478729,98758400
2023-08-21,437.549988,440.109985,435.320007,439.339996,433.279541,68719000
2023-08-22,441.179993,441.179993,437.570007,438.149994,432.105927,65062900
2023-08-23,439.250000,443.670013,439.100006,443.029999,436.918640,68441000
2023-08-24,444.690002,445.220001,436.859985,436.890015,430.863312,88517300
2023-08-25,438.679993,441.299988,435.000000,439.970001,433.900848,102325100
2023-08-28,442.239990,443.399994,439.970001,442.760010,436.652374,61595400
2023-08-29,442.649994,449.450012,442.459991,449.160004,442.964081,83081900
2023-08-30,449.510010,451.670013,448.779999,451.010010,444.788605,69053900
2023-08-31,451.649994,452.829987,450.160004,450.350006,444.137665,66084600
2023-09-01,453.170013,453.670013,449.679993,451.190002,444.966095,58875700
2023-09-05,450.730011,451.059998,449.170013,449.239990,443.042938,55166200
2023-09-06,448.399994,448.510010,443.809998,446.220001,440.064636,70758500
2023-09-07,443.109985,445.549988,442.750000,444.850006,438.713531,70355400
2023-09-08,444.899994,447.109985,444.529999,445.519989,439.374298,61659700
2023-09-11,448.239990,448.769989,446.470001,448.450012,442.263885,60180100
2023-09-12,446.950012,448.529999,445.390015,445.989990,439.837799,67565400
2023-09-13,446.220001,447.709991,445.079987,446.510010,440.350677,60199300
2023-09-14,449.070007,451.079987,447.720001,450.359985,444.147522,83430800
2023-09-15,447.140015,447.480011,442.920013,443.369995,438.796295,111761400
2023-09-18,443.049988,444.970001,442.559998,443.630005,439.053619,55752200
2023-09-19,442.679993,443.290009,439.940002,442.709991,438.143097,66514600
2023-09-20,444.010010,444.440002,438.429993,438.640015,434.115112,82562600
2023-09-21,435.700012,435.970001,431.230011,431.390015,426.939911,103976100
2023-09-22,432.450012,434.100006,429.989990,430.420013,425.979889,100829700
2023-09-25,429.170013,432.269989,428.720001,432.230011,427.771240,70874500
2023-09-26,429.089996,429.820007,425.019989,425.880005,421.486725,96168400
2023-09-27,427.089996,427.670013,422.290009,426.049988,421.654968,104705800
2023-09-28,425.480011,430.250000,424.869995,428.519989,424.099487,92258300
2023-09-29,431.670013,431.850006,425.910004,427.480011,423.070251,115078500
2023-10-02,426.619995,428.600006,424.459991,427.309998,422.901978,83798600
2023-10-03,425.059998,427.369995,420.179993,421.589996,417.240967,103760600
2023-10-04,422.070007,425.429993,420.559998,424.660004,420.279327,87453000
2023-10-05,424.359985,425.369995,421.170013,424.500000,420.120972,70142700
2023-10-06,421.970001,431.130005,420.600006,429.540009,425.108978,113202700
2023-10-09,427.579987,432.880005,427.010010,432.290009,427.830597,80374400
2023-10-10,432.940002,437.220001,432.529999,434.540009,430.057373,78607300
2023-10-11,435.640015,436.579987,433.179993,436.320007,431.819031,62451700
2023-10-12,436.950012,437.339996,431.230011,433.660004,429.186462,81154200
2023-10-13,435.209991,436.450012,429.880005,431.500000,427.048767,95143100
2023-10-16,433.820007,437.140015,433.570007,436.040009,431.541931,75433200
2023-10-17,432.809998,438.140015,432.450012,436.019989,431.522125,75324700
2023-10-18,434.190002,435.179993,429.089996,430.209991,425.772064,93559800
2023-10-19,430.950012,432.820007,425.730011,426.429993,422.031006,121323000
2023-10-20,425.980011,426.540009,421.079987,421.190002,416.845093,123845800
2023-10-23,419.609985,424.450012,417.799988,420.459991,416.122620,92035100
2023-10-24,422.649994,424.820007,420.739990,423.630005,419.259949,78564200
2023-10-25,421.890015,421.920013,417.019989,417.549988,413.242615,94223200
2023-10-26,416.450012,417.329987,411.600006,412.549988,408.294220,115156800
2023-10-27,414.190002,414.600006,409.209991,410.679993,406.443481,107367700
2023-10-30,413.559998,416.679993,412.220001,415.589996,411.302887,86562700
2023-10-31,416.179993,418.529999,414.209991,418.200012,413.885956,79665200
2023-11-01,419.200012,423.500000,418.649994,422.660004,418.299927,98068100
2023-11-02,426.579987,430.920013,426.559998,430.760010,426.316406,94938900
2023-11-03,433.140015,436.290009,433.010010,434.690002,430.205841,100110800
2023-11-06,435.470001,436.149994,433.679993,435.690002,431.195496,67831700
2023-11-07,435.690002,437.589996,434.510010,436.929993,432.422699,64256100
2023-11-08,437.549988,438.089996,434.869995,437.250000,432.739441,61746000
2023-11-09,438.429993,438.470001,433.399994,433.839996,429.364624,83174400
2023-11-10,435.980011,440.929993,433.829987,440.609985,436.064758,89462200
2023-11-13,439.230011,441.329987,438.420013,440.190002,435.649109,52236100
2023-11-14,446.320007,450.059998,446.089996,448.730011,444.101013,97176900
2023-11-15,450.109985,451.380005,448.799988,449.679993,445.041199,77327600
2023-11-16,449.220001,450.559998,448.119995,450.230011,445.585510,66665800
2023-11-17,450.239990,451.420013,449.290009,450.790009,446.139771,83133200
2023-11-20,450.529999,455.130005,450.519989,454.260010,449.573975,69936200
2023-11-21,453.179993,454.130005,451.959991,453.269989,448.594147,49244600
2023-11-22,454.980011,456.380005,453.890015,455.019989,450.326141,59394900
2023-11-24,455.070007,455.500000,454.730011,455.299988,450.603180,29737400
2023-11-27,454.649994,455.489990,454.079987,454.480011,449.791687,50506000
2023-11-28,454.079987,456.269989,453.500000,454.929993,450.237030,62115000
2023-11-29,457.149994,458.320007,454.200012,454.609985,449.920349,63146000
2023-11-30,455.480011,456.760010,453.339996,456.399994,451.691895,79752700
2023-12-01,455.769989,459.649994,455.160004,459.100006,454.364075,89097900
2023-12-04,455.600006,459.119995,454.339996,456.690002,451.978912,72430900
2023-12-05,455.260010,457.589996,454.869995,456.600006,451.889801,69793500
2023-12-06,458.809998,458.839996,454.309998,454.760010,450.068817,69124700
2023-12-07,456.910004,458.899994,456.290009,458.230011,453.503021,66995400
2023-12-08,457.459991,460.750000,457.209991,460.200012,455.452698,83080900
2023-12-11,459.690002,462.170013,459.470001,461.989990,457.224182,65002200
2023-12-12,461.630005,464.200012,460.600006,464.100006,459.312469,68327600
2023-12-13,464.489990,470.760010,464.119995,470.500000,465.646423,93278000
2023-12-14,472.500000,473.730011,469.250000,472.010010,467.140869,119026000
2023-12-15,469.489990,470.700012,467.429993,469.329987,466.371704,141319300
2023-12-18,470.980011,472.980011,469.890015,471.970001,468.995087,70375300
2023-12-19,472.529999,474.920013,472.450012,474.839996,471.847015,55761800
2023-12-20,473.959991,475.899994,467.820007,468.260010,465.308472,102921000
2023-12-21,471.329987,472.980011,468.839996,472.700012,469.720490,86667500
2023-12-22,473.859985,475.380005,471.700012,473.649994,470.664490,67126600
2023-12-26,474.070007,476.579987,473.989990,475.649994,472.651886,55387000
2023-12-27,475.440002,476.660004,474.890015,476.510010,473.506500,68000300
2023-12-28,476.880005,477.549988,476.260010,476.690002,473.685333,77158100
2023-12-29,476.489990,477.029999,473.299988,475.309998,472.314026,122234100
2024-01-02,472.160004,473.670013,470.489990,472.649994,469.670776,123623700
2024-01-03,470.429993,471.190002,468.170013,468.790009,465.835144,103585900
2024-01-04,468.299988,470.959991,467.049988,467.279999,464.334625,84232200
2024-01-05,467.489990,470.440002,466.429993,467.920013,464.970642,86060800
2024-01-08,468.429993,474.750000,468.299988,474.600006,471.608521,74879100
2024-01-09,471.869995,474.929993,471.350006,473.880005,470.893066,65931400
2024-01-10,474.160004,477.450012,473.869995,476.559998,473.556152,67310600
2024-01-11,477.589996,478.119995,472.260010,476.350006,473.347504,77940700
2024-01-12,477.839996,478.600006,475.230011,476.679993,473.675385,57944000
2024-01-16,475.260010,476.609985,473.059998,474.929993,471.936401,85014900
2024-01-17,471.820007,472.790009,469.869995,472.290009,469.313080,68843900
2024-01-18,474.010010,477.059998,472.420013,476.489990,473.486603,91856200
2024-01-19,477.649994,482.720001,476.540009,482.429993,479.389160,110733300
2024-01-22,484.010010,485.220001,482.779999,483.450012,480.402740,75844900
2024-01-23,484.010010,485.109985,482.890015,484.859985,481.803833,49945300
2024-01-24,487.809998,488.769989,484.880005,485.390015,482.330505,81765000
2024-01-25,487.579987,488.309998,485.390015,488.029999,484.953857,72525000
2024-01-26,487.589996,489.119995,486.540009,487.410004,484.337769,76641600
2024-01-29,487.730011,491.420013,487.170013,491.269989,488.173401,61322800
2024-01-30,490.559998,491.619995,490.109985,490.890015,487.795837,58618400
2024-01-31,488.619995,489.079987,482.859985,482.880005,479.836304,126011100
2024-02-01,484.630005,489.230011,483.799988,489.200012,486.116516,91891600
2024-02-02,489.649994,496.049988,489.299988,494.350006,491.234039,99147700
2024-02-05,493.700012,494.380005,490.230011,492.549988,489.445374,75757100
2024-02-06,493.519989,494.320007,492.049988,493.980011,490.866364,55918600
2024-02-07,496.290009,498.529999,495.359985,498.100006,494.960388,70556500
2024-02-08,498.100006,498.709991,497.260010,498.320007,495.179016,52343600
2024-02-09,498.839996,501.649994,498.489990,501.200012,498.040863,63979400
2024-02-12,501.170013,503.500000,500.239990,500.980011,497.822235,56502300
2024-02-13,494.529999,497.089996,490.720001,494.079987,490.965698,113099200
2024-02-14,496.790009,499.070007,494.399994,498.570007,495.427429,68387800
2024-02-15,499.290009,502.200012,498.799988,502.010010,498.845764,61683000
2024-02-16,501.700012,502.869995,498.750000,499.510010,496.361511,75461200
2024-02-20,497.720001,498.410004,494.450012,496.760010,493.628845,71736700
2024-02-21,495.420013,497.369995,493.559998,497.209991,494.075958,59603800
2024-02-22,504.010010,508.489990,503.019989,507.500000,504.301117,76402500
2024-02-23,509.269989,510.130005,507.100006,507.850006,504.648926,61321800
2024-02-26,508.299988,508.750000,505.859985,505.989990,502.800629,50386700
2024-02-27,506.700012,507.160004,504.750000,506.929993,503.734711,48854500
2024-02-28,505.329987,506.859985,504.959991,506.260010,503.068970,56506600
2024-02-29,508.070007,509.739990,505.350006,508.079987,504.877472,83924800
2024-03-01,508.980011,513.289978,508.559998,512.849976,509.617371,76805900
2024-03-04,512.030029,514.200012,512.000000,512.299988,509.070862,49799300
2024-03-05,510.239990,510.700012,504.910004,507.179993,503.983154,72855600
2024-03-06,510.549988,512.070007,508.420013,509.750000,506.536957,68382400
2024-03-07,513.140015,515.890015,509.809998,514.809998,511.565033,58652100
2024-03-08,515.460022,518.219971,511.130005,511.720001,508.494537,86425500
2024-03-11,510.480011,511.880005,508.500000,511.279999,508.057312,62557200
2024-03-12,513.450012,517.380005,510.859985,516.780029,513.522705,73114400
2024-03-13,517.109985,517.289978,514.489990,515.969971,512.717712,55104100
2024-03-14,516.969971,517.130005,511.820007,514.950012,511.704193,110171800
2024-03-15,510.209991,511.700012,508.119995,509.829987,508.190521,107585800
2024-03-18,514.000000,515.479980,512.440002,512.859985,511.210754,88893300
2024-03-19,512.150024,516.000000,511.119995,515.710022,514.051636,60755300
2024-03-20,515.770020,520.619995,515.080017,520.479980,518.806274,69594600
2024-03-21,523.390015,524.109985,521.909973,522.200012,520.520752,60256100
2024-03-22,522.109985,522.609985,520.969971,521.210022,519.533936,79023000
2024-03-25,519.799988,520.950012,519.609985,519.770020,518.098572,48512100
2024-03-26,521.229980,521.580017,518.400024,518.809998,517.141663,65463700
2024-03-27,521.710022,523.210022,519.489990,523.169983,521.487610,82999800
2024-03-28,523.210022,524.609985,522.780029,523.070007,521.387939,96294900
2024-04-01,523.830017,524.380005,520.969971,522.159973,520.480835,62477500
2024-04-02,518.239990,518.979980,516.479980,518.840027,517.171570,74230300
